357	1	0.017285603058440315	明
454	1	0.015348703491441983	央
68	1	0.014145498649622881	陽
1238	1	0.01400155573616848	孫
26	1	0.0138480804364066	日
323	1	0.013820123512385415	昌
286	1	0.013639120883449535	公
75	1	0.013042507370531909	商
268	1	0.011695569389937675	長
95	1	0.01112384502848823	王
352	1	0.010459590482638155	章
416	1	0.010089034985505348	羊
212	1	0.010043352243019308	月
1244	1	0.009250036249005798	吉
1248	1	0.009092460859068249	鏡
348	1	0.009021710493149029	壽
265	1	0.008896891459960631	年
791	1	0.008285338060227824	卿
402	1	0.006971808855557558	龍
792	1	0.005809840712964633	工
1023	1	0.005634849921484033	貴
504	1	0.005634222339446446	石
1	1	0.005612184920542655	方
62	1	0.005312813293937783	皇
218	1	0.004903281026835369	容
350	1	0.0047272616981265	行
178	1	0.004643191147604839	作
529	1	0.004410962728387179	英
261	1	0.004141466164541868	官
1291	1	0.004057265574498903	矦
448	1	0.0038898513610361863	泉
358	1	0.0038744300075484643	疆
521	1	0.003708434558606612	山
25	1	0.003643479817716329	平
502	1	0.0036332388199211544	樂
1273	1	0.0034690643097701874	岡
1314	1	0.003418543955744407	銅
1251	1	0.0033006631296842548	祥
1299	1	0.0032754029526713656	午
377	1	0.0032677483535765504	武
469	1	0.003250142775658475	歲
342	1	0.0030417847527358295	天
1234	1	0.0028712401204651302	剛
125	1	0.002709574987582636	然
77	1	0.0026201899582608567	同
363	1	0.0025143028365873393	馬
810	1	0.0025007575242760806	雙
638	1	0.002451675561948338	名
1303	1	0.0024502371702503018	象
1308	1	0.002382876698215929	巳
155	1	0.0023648015331375976	常
1221	1	0.002357616521203039	淸
285	1	0.0023155162261815562	凶
1317	1	0.0022158050011306762	三
444	1	0.002158943224220708	詳
1153	1	0.0021231843520834143	宜
532	1	0.002102007587144036	刑
1290	1	0.0020208141610311764	靑
322	1	0.0020039740430225833	良
1263	1	0.0019113533939753209	萬
1250	1	0.0019021678750615427	彭
1242	1	0.0016840118008593131	全
310	1	0.0016250713878292375	松
298	1	0.001512002024057255	張
1306	1	0.0014903504437604926	兇
368	1	0.0014682994930761745	黃
581	1	0.0014320159855674603	首
1272	1	0.0014314100307304166	彊
1316	1	0.0013893097357089337	酉
1277	1	0.0013718219208538563	存
318	1	0.0013246082296759177	命
1304	1	0.0013135292046702648	琴
295	1	0.0012110226563871885	位
172	1	0.0011648910763785525	兄
278	1	0.0011367079655800368	主
1309	1	0.0010946076705585536	未
246	1	0.0010104070805155882	上
1137	1	0.0010009559938781113	祀
0	1	0.0009598867264898087	揚
383	1	0.0009472566379833639	嘗
1268	1	0.0009262064904726223	升
1361	1	0.0009093663724640294	毋
170	1	0.0008977603451878367	師
709	1	0.0008504259594339534	旁
437	1	0.0008468173627178262	興
69	1	0.0008455577863619904	立
1375	1	0.0008420059004296569	蜀
168	1	0.0008219798141491678	從
605	1	0.0008011084709802161	當
258	1	0.000799905605408174	金
947	1	0.0007578053103866912	守
1384	1	0.0007578053103866911	畺
831	1	0.000757805310386691	景
719	1	0.0006736047203437255	空
1430	1	0.0006736047203437254	錫
1369	1	0.0006736047203437254	詺
1349	1	0.0006736047203437254	弓
1237	1	0.0006736047203437254	鮮
1019	1	0.0005683539827900184	辰
1236	1	0.0005613372669531046	前
668	1	0.0005613372669531046	誠
1344	1	0.0005511311348266844	綱
1318	1	0.0005473038352792769	詔
1225	1	0.0005406564202758851	質
646	1	0.0005262536877685356	周
1422	1	0.0005052035402577941	尚
1458	1	0.0005052035402577941	設
1341	1	0.0005052035402577941	順
1381	1	0.0005052035402577941	俌
1328	1	0.0005052035402577941	想
528	1	0.0005052035402577941	胥
850	1	0.0005052035402577941	塞
1220	1	0.0005052035402577941	徹
1205	1	0.000505203540257794	祚
1337	1	0.00048415339274705273	强
1357	1	0.0004420530977255699	豐
946	1	0.00039293608686717316	仙
1286	1	0.00037890265519334557	杠
969	1	0.00034445695926667774	牛
1351	1	0.0003368023601718627	銘
749	1	0.00032477370445143907	此
546	1	0.0003183325533237283	士
1148	1	0.0002985293646977874	易
1319	1	0.00025260177012889704	奉
840	1	0.00025260177012889704	能
1119	1	0.00025260177012889704	貞
333	1	0.00025260177012889704	申
228	1	0.00025260177012889704	場
1313	1	0.00022453490678124178	丑
851	1	0.00020208141610311762	兵
1449	1	0.00020208141610311762	泊
36	1	0.00016840118008593135	多
846	1	0.00016840118008593135	牙
1075	1	0.00016840118008593135	且
1364	1	0.00016840118008593135	自
825	1	0.00014692143772803193	進
1276	1	0.00012630088506444852	无
351	1	0.00012630088506444852	芒
1493	1	0.00012630088506444852	靜
1334	1	0.00010104070805155881	亥
28	1	0.00010049747843837839	外
399	1	8.420059004296567e-05	鳥
272	1	7.217193432254201e-05	對
505	1	7.217193432254201e-05	洛
1302	1	6.315044253222426e-05	刻
1348	1	6.315044253222426e-05	駕
579	1	5.0520354025779406e-05	廉
934	1	5.0520354025779406e-05	幢
935	1	5.0520354025779406e-05	箱
944	1	5.0520354025779406e-05	株
249	1	5.0520354025779406e-05	斤
937	1	5.0520354025779406e-05	纓
940	1	5.0520354025779406e-05	捐
941	1	5.0520354025779406e-05	燔
1657	1	3.0930828995375144e-05	給
1658	1	3.0930828995375144e-05	采
1660	1	3.0930828995375144e-05	惔
1106	1	3.0930828995375144e-05	厲
1661	1	3.0930828995375144e-05	吸
1662	1	3.0930828995375144e-05	瑋
1663	1	3.0930828995375144e-05	邑
1664	1	3.0930828995375144e-05	幤
1659	1	3.0930828995375144e-05	遁
510	1	3.0930828995375144e-05	降
